Sales Person,Country,Product,Date,Amount,Boxes Shipped,Sales_Category
Jan Morforth,India,Almond Choco,11/03/2023,5143.49,21,High
Dotty Strutley,UK,Almond Choco,28/07/2023,16707.88,102,High
Marney O'Breen,New Zealand,After Nines,09/03/2023,1558.87,46,Low
Husein Augar,Australia,Orange Choco,28/06/2023,9332.76,196,High
Marney O'Breen,Australia,Milk Bars,28/07/2023,2673.47,375,Low
Kelci Walkden,Canada,99% Dark & Pure,15/08/2023,4950.21,54,Low
Kaine Padly,Australia,Manuka Honey Choco,12/01/2023,2919.11,271,Low
Beverie Moffet,New Zealand,White Choc,24/03/2023,8003.23,7,High
Van Tuxwell,UK,Milk Bars,25/07/2023,4902.78,91,Low
Oby Sorrel,Canada,99% Dark & Pure,01/08/2023,4033.53,430,Low
Van Tuxwell,India,Organic Choco Syrup,16/05/2023,22751.18,182,High
Roddy Speechley,India,Smooth Sliky Salty,10/08/2023,5118.11,137,High
Jan Morforth,India,Eclairs,05/01/2023,2835.9,26,Low
Ches Bonnell,UK,Smooth Sliky Salty,11/07/2023,5828.22,121,High
Wilone O'Kielt,USA,After Nines,25/04/2023,396.19,32,Low
Gigi Bohling,New Zealand,Fruit & Nut Bars,04/04/2023,11226.5,118,High
Barr Faughny,USA,Raspberry Choco,12/04/2023,10102.86,107,High
Wilone O'Kielt,New Zealand,85% Dark Bars,02/08/2023,2084.86,119,Low
Gigi Bohling,New Zealand,Manuka Honey Choco,28/06/2023,8495.79,268,High
Ches Bonnell,Australia,Eclairs,05/07/2023,4248.34,130,Low
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,07/06/2023,2236.11,46,Low
Brien Boise,New Zealand,Smooth Sliky Salty,18/01/2023,1124.27,26,Low
Brien Boise,Australia,Baker's Choco Chips,04/01/2023,12870.47,227,High
Dennison Crosswaite,Australia,99% Dark & Pure,31/01/2023,3017.66,19,Low
Kelci Walkden,India,Almond Choco,14/03/2023,3574.12,149,Low
Camilla Castle,Australia,70% Dark Bites,29/04/2023,6249.31,509,High
Oby Sorrel,India,Smooth Sliky Salty,07/02/2023,10759.61,107,High
Kaine Padly,UK,Organic Choco Syrup,31/03/2023,2508.03,175,Low
Marney O'Breen,India,Caramel Stuffed Bars,16/03/2023,4997.82,83,Low
Karlen McCaffrey,UK,Eclairs,25/01/2023,7901.09,200,High
Van Tuxwell,India,Baker's Choco Chips,20/06/2023,3133.42,479,Low
Gigi Bohling,UK,After Nines,29/03/2023,8320.29,171,High
Curtice Advani,Australia,Orange Choco,12/07/2023,909.93,132,Low
Jehu Rudeforth,Canada,Smooth Sliky Salty,11/07/2023,5631.26,142,High
Karlen McCaffrey,Canada,Smooth Sliky Salty,19/01/2023,3283.44,186,Low
Andria Kimpton,USA,85% Dark Bars,05/04/2023,9458.03,87,High
Jehu Rudeforth,Canada,Milk Bars,21/02/2023,7726.25,12,High
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,20/05/2023,14369.4,15,High
Mallorie Waber,Australia,Milk Bars,29/07/2023,2829.57,106,Low
Barr Faughny,USA,Fruit & Nut Bars,28/01/2023,9370.61,45,High
Marney O'Breen,UK,Caramel Stuffed Bars,19/07/2023,3651.49,112,Low
Mallorie Waber,New Zealand,Manuka Honey Choco,13/04/2023,10229.99,12,High
Roddy Speechley,India,Peanut Butter Cubes,11/02/2023,11596.89,22,High
Roddy Speechley,New Zealand,Milk Bars,02/03/2023,5857.9,111,High
Ches Bonnell,Australia,White Choc,02/03/2023,1177.64,206,Low
Van Tuxwell,USA,99% Dark & Pure,28/07/2023,12930.11,6,High
Kelci Walkden,India,After Nines,07/01/2023,1732.04,531,Low
Brien Boise,UK,White Choc,12/04/2023,5837.17,173,High
Van Tuxwell,Canada,Almond Choco,27/06/2023,3424.66,70,Low
Jehu Rudeforth,Australia,50% Dark Bites,14/01/2023,5700.28,422,High
Karlen McCaffrey,UK,Baker's Choco Chips,07/02/2023,5094.48,373,High
Jehu Rudeforth,Australia,Orange Choco,23/03/2023,14529.2,26,High
Marney O'Breen,India,Peanut Butter Cubes,10/01/2023,6761.28,145,High
Oby Sorrel,UK,Choco Coated Almonds,17/03/2023,10370.44,44,High
Gigi Bohling,USA,Spicy Special Slims,21/01/2023,12450.24,57,High
Barr Faughny,Australia,White Choc,04/07/2023,8927.63,386,High
Kaine Padly,Canada,Peanut Butter Cubes,04/07/2023,3438.7,191,Low
Dotty Strutley,USA,Manuka Honey Choco,10/08/2023,299.71,207,Low
Dennison Crosswaite,Australia,50% Dark Bites,01/04/2023,7374.26,12,High
Gigi Bohling,India,Raspberry Choco,22/02/2023,2775.87,174,Low
Camilla Castle,UK,White Choc,03/01/2023,9957.66,194,High
Karlen McCaffrey,India,Drinking Coco,31/05/2023,5064.88,251,High
Dotty Strutley,UK,99% Dark & Pure,03/01/2023,9865.05,273,High
Husein Augar,New Zealand,Caramel Stuffed Bars,27/01/2023,571.52,489,Low
Barr Faughny,UK,50% Dark Bites,28/01/2023,656.44,67,Low
Curtice Advani,Australia,Organic Choco Syrup,28/06/2023,4008.93,301,Low
Husein Augar,UK,Choco Coated Almonds,02/03/2023,4679.06,43,Low
Wilone O'Kielt,Australia,After Nines,27/05/2023,3446.84,28,Low
Dennison Crosswaite,USA,Almond Choco,30/06/2023,11884.52,82,High
Barr Faughny,Canada,Peanut Butter Cubes,07/06/2023,2167.19,85,Low
Kaine Padly,USA,70% Dark Bites,12/05/2023,4199.84,107,Low
Barr Faughny,New Zealand,Raspberry Choco,29/07/2023,7358.7,68,High
Dennison Crosswaite,UK,White Choc,03/08/2023,7870.09,274,High
Barr Faughny,India,Baker's Choco Chips,18/08/2023,7454.25,148,High
Van Tuxwell,New Zealand,Smooth Sliky Salty,14/06/2023,3112.3,41,Low
Beverie Moffet,UK,White Choc,30/06/2023,6901.22,80,High
Camilla Castle,New Zealand,Mint Chip Choco,13/06/2023,1178.0,199,Low
Ches Bonnell,UK,Orange Choco,27/04/2023,14953.83,53,High
Jan Morforth,Australia,White Choc,27/07/2023,3958.57,33,Low
Mallorie Waber,Canada,85% Dark Bars,20/04/2023,1639.01,430,Low
Rafaelita Blaksland,India,Spicy Special Slims,04/01/2023,8586.04,144,High
Ches Bonnell,Australia,Mint Chip Choco,21/02/2023,10000.22,98,High
Karlen McCaffrey,Australia,White Choc,05/01/2023,8448.39,52,High
Beverie Moffet,India,Drinking Coco,15/07/2023,6984.74,51,High
Brien Boise,Australia,Choco Coated Almonds,25/05/2023,5641.54,61,High
Karlen McCaffrey,Canada,Eclairs,20/04/2023,3850.87,372,Low
Gigi Bohling,USA,99% Dark & Pure,02/06/2023,885.68,240,Low
Marney O'Breen,UK,Smooth Sliky Salty,13/05/2023,21251.67,91,High
Beverie Moffet,New Zealand,Baker's Choco Chips,03/08/2023,1452.61,142,Low
Beverie Moffet,Australia,Milk Bars,25/05/2023,793.17,400,Low
Van Tuxwell,UK,Raspberry Choco,16/03/2023,7152.22,83,High
Jan Morforth,Australia,Orange Choco,04/07/2023,3364.44,126,Low
Jehu Rudeforth,India,50% Dark Bites,05/07/2023,3470.6,129,Low
Madelene Upcott,USA,After Nines,15/03/2023,4676.32,440,Low
Barr Faughny,UK,Raspberry Choco,22/08/2023,6323.45,70,High
Ches Bonnell,Australia,70% Dark Bites,12/01/2023,3252.7,119,Low
Marney O'Breen,UK,Baker's Choco Chips,10/06/2023,254.16,161,Low
Kaine Padly,Australia,Peanut Butter Cubes,25/03/2023,6127.37,299,High
Rafaelita Blaksland,India,Almond Choco,27/07/2023,3791.66,100,Low
Husein Augar,UK,Caramel Stuffed Bars,15/04/2023,17059.69,456,High
Roddy Speechley,India,Orange Choco,27/06/2023,4154.44,18,Low
Jehu Rudeforth,UK,70% Dark Bites,14/04/2023,6168.51,280,High
Husein Augar,Australia,Manuka Honey Choco,15/03/2023,7984.45,95,High
Madelene Upcott,USA,Eclairs,18/03/2023,9108.33,213,High
Brien Boise,India,Eclairs,29/04/2023,1511.51,58,Low
Mallorie Waber,New Zealand,White Choc,25/02/2023,3364.28,265,Low
Husein Augar,USA,Milk Bars,02/03/2023,934.49,54,Low
Van Tuxwell,Australia,Milk Bars,20/06/2023,8895.7,91,High
Beverie Moffet,Canada,White Choc,15/07/2023,9957.2,185,High
Dotty Strutley,Australia,50% Dark Bites,12/05/2023,3359.18,256,Low
Mallorie Waber,New Zealand,Organic Choco Syrup,01/07/2023,5098.29,276,High
Husein Augar,USA,85% Dark Bars,08/08/2023,398.28,52,Low
Madelene Upcott,Australia,50% Dark Bites,25/07/2023,7473.14,6,High
Wilone O'Kielt,UK,Drinking Coco,18/05/2023,3638.66,59,Low
Camilla Castle,India,Peanut Butter Cubes,15/07/2023,12507.08,284,High
Curtice Advani,India,70% Dark Bites,05/07/2023,2393.79,48,Low
Mallorie Waber,USA,Manuka Honey Choco,04/07/2023,6136.99,94,High
Dotty Strutley,UK,70% Dark Bites,20/06/2023,1264.43,232,Low
Gunar Cockshoot,Australia,Almond Choco,25/01/2023,4101.26,425,Low
Kaine Padly,New Zealand,Spicy Special Slims,01/07/2023,8106.88,40,High
Gigi Bohling,USA,50% Dark Bites,13/04/2023,2456.1,58,Low
Beverie Moffet,UK,Smooth Sliky Salty,04/05/2023,4726.6,75,Low
Beverie Moffet,Australia,Baker's Choco Chips,04/08/2023,3482.73,108,Low
Beverie Moffet,India,70% Dark Bites,01/06/2023,467.19,159,Low
Jehu Rudeforth,UK,Choco Coated Almonds,22/04/2023,4875.38,185,Low
Kaine Padly,USA,50% Dark Bites,03/08/2023,70.6,27,Low
Ches Bonnell,USA,Orange Choco,10/06/2023,1835.22,73,Low
Gunar Cockshoot,UK,Manuka Honey Choco,27/06/2023,7304.74,49,High
Marney O'Breen,Australia,Smooth Sliky Salty,03/01/2023,3967.85,163,Low
Marney O'Breen,India,After Nines,11/07/2023,2800.67,190,Low
Ches Bonnell,New Zealand,Milk Bars,17/08/2023,4474.52,120,Low
Rafaelita Blaksland,USA,Fruit & Nut Bars,18/01/2023,2737.03,63,Low
Ches Bonnell,India,Organic Choco Syrup,08/03/2023,16717.26,102,High
Mallorie Waber,Australia,Orange Choco,07/03/2023,16112.73,282,High
Husein Augar,India,70% Dark Bites,09/05/2023,6898.0,163,High
Barr Faughny,New Zealand,85% Dark Bars,23/05/2023,2151.04,170,Low
Madelene Upcott,UK,Caramel Stuffed Bars,15/04/2023,172.51,152,Low
Gigi Bohling,Australia,Drinking Coco,27/07/2023,2949.02,153,Low
Marney O'Breen,Canada,Choco Coated Almonds,22/08/2023,2790.72,435,Low
Ches Bonnell,USA,70% Dark Bites,11/05/2023,5054.42,127,High
Madelene Upcott,India,Organic Choco Syrup,26/01/2023,5418.75,37,High
Barr Faughny,USA,50% Dark Bites,14/04/2023,14604.67,128,High
Dennison Crosswaite,New Zealand,Mint Chip Choco,05/04/2023,6668.93,419,High
Marney O'Breen,New Zealand,Smooth Sliky Salty,14/06/2023,9689.7,58,High
Brien Boise,Canada,Almond Choco,13/04/2023,5026.81,123,High
Beverie Moffet,Australia,White Choc,27/06/2023,2379.01,178,Low
Dotty Strutley,Australia,Eclairs,26/01/2023,7770.55,3,High
Barr Faughny,UK,White Choc,05/07/2023,1837.47,77,Low
Beverie Moffet,Canada,Baker's Choco Chips,11/01/2023,14625.75,90,High
Kelci Walkden,USA,White Choc,07/03/2023,10305.4,22,High
Kaine Padly,Canada,50% Dark Bites,04/03/2023,8798.99,99,High
Karlen McCaffrey,Canada,Organic Choco Syrup,15/07/2023,2466.59,309,Low
Kaine Padly,UK,Peanut Butter Cubes,11/05/2023,6564.2,92,High
Karlen McCaffrey,USA,Milk Bars,27/01/2023,4764.56,7,Low
Karlen McCaffrey,India,Orange Choco,27/06/2023,3172.08,153,Low
Ches Bonnell,India,Smooth Sliky Salty,03/08/2023,8062.0,20,High
Wilone O'Kielt,New Zealand,Mint Chip Choco,19/08/2023,12382.41,245,High
Wilone O'Kielt,Australia,Fruit & Nut Bars,15/06/2023,413.6,111,Low
Dennison Crosswaite,UK,Peanut Butter Cubes,07/02/2023,10186.18,154,High
Karlen McCaffrey,Australia,Almond Choco,08/07/2023,7936.84,138,High
Dennison Crosswaite,India,Milk Bars,21/04/2023,1712.72,93,Low
Ches Bonnell,UK,Mint Chip Choco,08/04/2023,3088.98,226,Low
Husein Augar,Australia,50% Dark Bites,19/08/2023,14953.43,51,High
Jan Morforth,India,Fruit & Nut Bars,04/05/2023,3219.13,54,Low
Mallorie Waber,USA,85% Dark Bars,11/05/2023,2700.61,112,Low
Mallorie Waber,USA,Eclairs,22/03/2023,7219.96,53,High
Dennison Crosswaite,Canada,Spicy Special Slims,10/08/2023,2634.13,234,Low
Dennison Crosswaite,USA,Fruit & Nut Bars,04/05/2023,1630.95,321,Low
Kelci Walkden,USA,99% Dark & Pure,18/08/2023,8250.66,258,High
Dotty Strutley,Canada,Raspberry Choco,03/08/2023,4849.3,248,Low
Marney O'Breen,New Zealand,Milk Bars,14/01/2023,7940.49,328,High
Madelene Upcott,Australia,Choco Coated Almonds,08/04/2023,2106.93,69,Low
Kelci Walkden,UK,Orange Choco,01/08/2023,3911.85,3,Low
Dennison Crosswaite,Canada,Eclairs,15/03/2023,483.04,45,Low
Karlen McCaffrey,India,Mint Chip Choco,15/07/2023,11380.7,192,High
Barr Faughny,New Zealand,Almond Choco,13/01/2023,6372.68,131,High
Mallorie Waber,Australia,85% Dark Bars,26/08/2023,2714.76,52,Low
Ches Bonnell,Canada,Eclairs,10/01/2023,2106.17,172,Low
Gigi Bohling,Australia,White Choc,11/05/2023,5805.24,83,High
Beverie Moffet,New Zealand,85% Dark Bars,30/08/2023,12205.52,23,High
Kaine Padly,USA,Caramel Stuffed Bars,21/07/2023,6318.7,124,High
Mallorie Waber,Australia,Almond Choco,01/08/2023,8522.8,137,High
Brien Boise,Canada,85% Dark Bars,17/02/2023,10315.88,268,High
Brien Boise,Australia,Drinking Coco,27/07/2023,7262.12,158,High
Dotty Strutley,USA,Orange Choco,23/02/2023,1414.84,112,Low
Rafaelita Blaksland,Australia,50% Dark Bites,22/03/2023,3067.9,42,Low
Dennison Crosswaite,India,99% Dark & Pure,23/06/2023,7369.69,325,High
Curtice Advani,UK,White Choc,01/02/2023,1775.18,73,Low
Kelci Walkden,Australia,After Nines,02/03/2023,7683.78,279,High
Gigi Bohling,UK,Fruit & Nut Bars,06/04/2023,1412.22,90,Low
Gunar Cockshoot,Australia,Raspberry Choco,17/03/2023,607.08,76,Low
Curtice Advani,UK,Fruit & Nut Bars,24/06/2023,11688.75,136,High
Barr Faughny,Canada,50% Dark Bites,19/07/2023,10275.55,301,High
Curtice Advani,USA,Spicy Special Slims,11/07/2023,1788.1,271,Low
Brien Boise,India,Almond Choco,13/01/2023,2378.08,222,Low
Oby Sorrel,New Zealand,Smooth Sliky Salty,07/07/2023,9545.03,64,High
Jan Morforth,India,85% Dark Bars,25/05/2023,4999.52,446,Low
Marney O'Breen,India,Fruit & Nut Bars,13/04/2023,5312.5,160,High
Andria Kimpton,New Zealand,50% Dark Bites,02/03/2023,3750.88,208,Low
Gunar Cockshoot,Canada,Raspberry Choco,23/06/2023,2375.74,129,Low
Kelci Walkden,USA,Drinking Coco,26/07/2023,7013.61,170,High
Van Tuxwell,Canada,White Choc,22/03/2023,481.52,3,Low
Rafaelita Blaksland,USA,Baker's Choco Chips,09/06/2023,3136.92,64,Low
Van Tuxwell,Australia,Caramel Stuffed Bars,17/05/2023,6584.26,62,High
Ches Bonnell,New Zealand,Peanut Butter Cubes,04/03/2023,1024.77,260,Low
Kelci Walkden,Canada,Milk Bars,07/07/2023,17680.19,27,High
Dennison Crosswaite,Canada,Choco Coated Almonds,13/01/2023,10707.82,124,High
Curtice Advani,Australia,Almond Choco,13/07/2023,3019.09,78,Low
Madelene Upcott,Australia,85% Dark Bars,16/06/2023,1758.62,329,Low
Gigi Bohling,UK,50% Dark Bites,18/07/2023,8385.38,73,High
Ches Bonnell,UK,Manuka Honey Choco,30/05/2023,4854.12,411,Low
Gigi Bohling,UK,70% Dark Bites,21/06/2023,949.18,83,Low
Jehu Rudeforth,Australia,Peanut Butter Cubes,24/06/2023,6047.05,40,High
Marney O'Breen,India,Eclairs,13/01/2023,3883.32,94,Low
Curtice Advani,Canada,Fruit & Nut Bars,04/04/2023,4382.07,210,Low
Kaine Padly,UK,Smooth Sliky Salty,08/06/2023,9928.1,599,High
Karlen McCaffrey,Canada,Spicy Special Slims,02/08/2023,6315.53,51,High
Kelci Walkden,USA,Organic Choco Syrup,21/07/2023,10630.08,155,High
Curtice Advani,India,Spicy Special Slims,20/06/2023,167.33,143,Low
Roddy Speechley,India,After Nines,22/06/2023,2690.14,117,Low
Camilla Castle,Australia,Caramel Stuffed Bars,02/05/2023,3242.04,15,Low
Curtice Advani,Australia,99% Dark & Pure,07/01/2023,5363.69,87,High
Mallorie Waber,UK,50% Dark Bites,21/02/2023,6160.89,95,High
Ches Bonnell,Canada,Baker's Choco Chips,21/03/2023,7968.23,373,High
Van Tuxwell,UK,Drinking Coco,04/04/2023,6388.95,131,High
Gunar Cockshoot,Canada,Fruit & Nut Bars,24/03/2023,15840.74,216,High
Gunar Cockshoot,New Zealand,Spicy Special Slims,28/06/2023,7265.05,194,High
Gunar Cockshoot,Australia,Drinking Coco,14/01/2023,2342.49,192,Low
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,07/02/2023,1365.88,147,Low
Dennison Crosswaite,New Zealand,Drinking Coco,11/01/2023,4437.46,196,Low
Jehu Rudeforth,India,99% Dark & Pure,25/02/2023,2072.24,232,Low
Dotty Strutley,Australia,Mint Chip Choco,01/08/2023,7091.81,27,High
Roddy Speechley,Australia,Mint Chip Choco,05/05/2023,7213.16,277,High
Madelene Upcott,New Zealand,Raspberry Choco,18/05/2023,9672.76,411,High
Dotty Strutley,New Zealand,Choco Coated Almonds,04/01/2023,5750.05,350,High
Roddy Speechley,New Zealand,50% Dark Bites,09/05/2023,4641.29,220,Low
Rafaelita Blaksland,India,Smooth Sliky Salty,06/05/2023,1871.33,88,Low
Husein Augar,UK,White Choc,13/01/2023,10843.46,142,High
Roddy Speechley,Australia,Almond Choco,24/06/2023,5032.45,79,High
Van Tuxwell,USA,Caramel Stuffed Bars,14/02/2023,1106.38,21,Low
Camilla Castle,Australia,99% Dark & Pure,18/01/2023,4977.55,97,Low
Kaine Padly,India,Milk Bars,02/05/2023,3210.14,92,Low
Ches Bonnell,Australia,Smooth Sliky Salty,16/05/2023,7794.8,54,High
Mallorie Waber,USA,Almond Choco,28/01/2023,7613.37,370,High
Kaine Padly,Canada,99% Dark & Pure,24/06/2023,1332.76,409,Low
Oby Sorrel,UK,After Nines,18/07/2023,2587.76,108,Low
Gunar Cockshoot,UK,Eclairs,13/04/2023,3826.22,169,Low
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2023,18687.87,80,High
Jan Morforth,India,Peanut Butter Cubes,04/01/2023,8859.63,184,High
Husein Augar,Australia,Eclairs,04/07/2023,7299.4,34,High
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2023,2556.26,354,Low
Camilla Castle,Australia,Manuka Honey Choco,17/03/2023,703.4,181,Low
Oby Sorrel,Australia,Almond Choco,15/02/2023,6421.18,242,High
Jan Morforth,USA,Orange Choco,29/06/2023,1048.26,149,Low
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2023,3099.14,115,Low
Mallorie Waber,UK,Milk Bars,10/01/2023,3737.68,282,Low
Curtice Advani,USA,Raspberry Choco,15/03/2023,3086.89,153,Low
Marney O'Breen,Canada,Milk Bars,08/02/2023,2618.15,312,Low
Brien Boise,India,Caramel Stuffed Bars,25/02/2023,1643.45,110,Low
Gunar Cockshoot,USA,Eclairs,03/05/2023,7368.94,45,High
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2023,6082.19,23,High
Gunar Cockshoot,India,50% Dark Bites,09/08/2023,14456.14,79,High
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/07/2023,4173.4,254,Low
Kaine Padly,UK,Manuka Honey Choco,14/01/2023,7189.18,113,High
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2023,8962.96,48,High
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2023,10085.02,146,High
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2023,12073.18,51,High
Dennison Crosswaite,Australia,Organic Choco Syrup,10/05/2023,6655.62,39,High
Marney O'Breen,Australia,Spicy Special Slims,23/06/2023,14193.67,302,High
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2023,15507.29,352,High
Brien Boise,USA,Organic Choco Syrup,25/05/2023,17383.08,145,High
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2023,5912.59,232,High
Van Tuxwell,UK,85% Dark Bars,11/07/2023,4029.28,128,Low
Marney O'Breen,Canada,Spicy Special Slims,03/01/2023,3563.09,344,Low
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2023,773.73,280,Low
Beverie Moffet,USA,50% Dark Bites,28/07/2023,2620.19,340,Low
Brien Boise,USA,Mint Chip Choco,25/05/2023,11426.56,151,High
Karlen McCaffrey,New Zealand,Eclairs,06/05/2023,2935.8,171,Low
Barr Faughny,India,Drinking Coco,28/01/2023,2431.53,148,Low
Marney O'Breen,UK,Orange Choco,06/06/2023,11882.82,13,High
Brien Boise,New Zealand,Baker's Choco Chips,12/07/2023,6297.06,26,High
Ches Bonnell,Canada,Spicy Special Slims,05/08/2023,5859.21,193,High
Brien Boise,USA,Orange Choco,28/01/2023,6276.91,157,High
Kaine Padly,India,Spicy Special Slims,31/08/2023,5674.7,147,High
Mallorie Waber,USA,50% Dark Bites,19/04/2023,1960.1,14,Low
Mallorie Waber,UK,Mint Chip Choco,29/06/2023,6540.3,2,High
Beverie Moffet,India,Choco Coated Almonds,24/02/2023,3818.21,287,Low
Madelene Upcott,UK,Smooth Sliky Salty,04/03/2023,14769.97,87,High
Gigi Bohling,India,Eclairs,21/06/2023,3687.44,73,Low
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2023,1123.58,114,Low
Oby Sorrel,New Zealand,White Choc,10/06/2023,4612.08,38,Low
Andria Kimpton,UK,Drinking Coco,23/05/2023,1600.11,70,Low
Kelci Walkden,India,Milk Bars,15/04/2023,975.67,105,Low
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2023,5487.3,219,High
Andria Kimpton,New Zealand,Organic Choco Syrup,04/03/2023,4948.15,39,Low
Barr Faughny,New Zealand,After Nines,19/04/2023,11460.08,81,High
Beverie Moffet,UK,Almond Choco,16/05/2023,2628.33,101,Low
Oby Sorrel,Australia,Raspberry Choco,17/02/2023,1044.35,126,Low
Dennison Crosswaite,USA,Raspberry Choco,18/01/2023,7449.7,264,High
Roddy Speechley,Canada,Orange Choco,09/02/2023,9315.64,88,High
Mallorie Waber,Canada,Orange Choco,23/03/2023,3820.94,179,Low
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01/02/2023,3782.83,150,Low
Mallorie Waber,India,Drinking Coco,07/03/2023,4525.72,146,Low
Ches Bonnell,UK,White Choc,03/01/2023,3730.79,237,Low
Ches Bonnell,USA,White Choc,11/02/2023,6068.19,349,High
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2023,4944.46,144,Low
Dotty Strutley,India,White Choc,15/08/2023,12331.35,337,High
Gigi Bohling,India,Manuka Honey Choco,12/05/2023,5290.76,76,High
Van Tuxwell,India,Spicy Special Slims,11/04/2023,6874.06,4,High
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2023,20402.17,297,High
Dotty Strutley,New Zealand,White Choc,15/06/2023,7923.1,62,High
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01/08/2023,8145.99,100,High
Kaine Padly,USA,Milk Bars,15/06/2023,16253.25,58,High
Brien Boise,India,After Nines,16/06/2023,5744.07,49,High
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2023,4908.71,288,Low
Dennison Crosswaite,USA,Drinking Coco,10/05/2023,2369.87,139,Low
Oby Sorrel,India,Eclairs,25/08/2023,5973.24,337,High
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2023,8047.16,86,High
Gigi Bohling,UK,Baker's Choco Chips,16/05/2023,9656.56,400,High
Jan Morforth,Australia,50% Dark Bites,14/06/2023,3925.06,186,Low
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2023,11682.62,506,High
Ches Bonnell,USA,Organic Choco Syrup,28/07/2023,7874.15,13,High
Brien Boise,Canada,Mint Chip Choco,28/01/2023,5061.37,179,High
Kaine Padly,UK,Orange Choco,29/06/2023,2099.24,186,Low
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2023,237.57,311,Low
Gunar Cockshoot,Canada,Mint Chip Choco,01/07/2023,8829.77,445,High
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2023,1733.09,135,Low
Curtice Advani,Canada,Smooth Sliky Salty,01/08/2023,3047.18,12,Low
Oby Sorrel,Australia,Milk Bars,21/06/2023,8497.72,276,High
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2023,12557.56,26,High
Gigi Bohling,UK,Milk Bars,17/05/2023,1406.91,231,Low
Andria Kimpton,Australia,85% Dark Bars,23/08/2023,4496.32,240,Low
Camilla Castle,Australia,Smooth Sliky Salty,03/03/2023,8220.25,125,High
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2023,9588.03,562,High
Karlen McCaffrey,USA,Drinking Coco,29/06/2023,114.82,231,Low
Andria Kimpton,Canada,Organic Choco Syrup,04/01/2023,8804.98,214,High
Jehu Rudeforth,Australia,Drinking Coco,14/01/2023,2900.61,68,Low
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2023,16773.08,58,High
Curtice Advani,New Zealand,Spicy Special Slims,10/01/2023,4153.59,513,Low
